Frecuencia	Fecha
4	11/03/2021
5	2/03/2021
4	5/03/2021
8	23/03/2021
10	20/03/2021
3	28/03/2021
5	31/03/2021
3	3/03/2021
2	1/03/2021
5	29/03/2021
2	23/03/2021
4	20/03/2021
3	12/03/2021
3	21/03/2021
4	25/03/2021
2	28/03/2021
8	4/03/2021
5	14/03/2021
2	18/03/2021
3	24/03/2021
4	31/03/2021
6	2/03/2021
3	6/03/2021
4	31/03/2021
2	23/03/2021
17	23/03/2021
10	20/03/2021
5	21/03/2021
2	20/03/2021
5	14/03/2021
9	14/03/2021
2	28/03/2021
1	15/03/2021
4	3/03/2021
1	5/03/2021
3	9/03/2021
1	18/03/2021
6	14/03/2021
5	29/03/2021
1	27/03/2021
4	27/03/2021
4	2/03/2021
5	21/03/2021
1	21/03/2021
1	28/03/2021
2	27/03/2021
4	17/03/2021
1	20/03/2021
5	6/03/2021
7	7/03/2021
2	23/03/2021
2	1/03/2021
7	10/03/2021
4	20/03/2021
10	13/03/2021
7	10/03/2021
3	13/03/2021
2	20/03/2021
5	31/03/2021
5	14/03/2021
1	23/03/2021
5	29/03/2021
5	14/03/2021
1	12/03/2021
3	29/03/2021
2	19/03/2021
2	18/03/2021
2	1/03/2021
2	14/03/2021
3	29/03/2021
1	15/03/2021
2	28/03/2021
6	14/03/2021
5	6/03/2021
1	12/03/2021
5	17/03/2021
2	14/03/2021
1	20/03/2021
2	17/03/2021
4	25/03/2021
1	28/03/2021
7	7/03/2021
5	7/03/2021
1	21/03/2021
2	17/03/2021
19	16/03/2021
1	1/03/2021
2	12/03/2021
20	15/03/2021
1	7/03/2021
4	26/03/2021
2	12/03/2021
4	20/03/2021
4	7/03/2021
1	1/03/2021
1	7/03/2021
2	26/03/2021
8	5/03/2021
6	5/03/2021
5	3/03/2021
5	29/03/2021
6	21/03/2021
2	12/03/2021
1	15/03/2021
7	14/03/2021
6	16/03/2021
3	30/03/2021
12	2/03/2021
2	7/03/2021
4	6/03/2021
6	29/03/2021
3	9/03/2021
10	17/03/2021
2	3/03/2021
6	7/03/2021
4	27/03/2021
1	12/03/2021
5	9/03/2021
25	27/03/2021
3	31/03/2021
1	7/03/2021
1	14/03/2021
10	21/03/2021
6	14/03/2021
2	26/03/2021
2	9/03/2021
1	14/03/2021
8	23/03/2021
6	14/03/2021
5	31/03/2021
5	6/03/2021
2	7/03/2021
8	12/03/2021
10	21/03/2021
2	6/03/2021
1	23/03/2021
8	28/03/2021
5	29/03/2021
3	26/03/2021
3	21/03/2021
4	11/03/2021
7	30/03/2021
5	6/03/2021
5	15/03/2021
8	23/03/2021
4	11/03/2021
20	21/03/2021
4	22/03/2021
2	7/03/2021
1	28/03/2021
2	11/04/2021
2	21/04/2021
3	22/04/2021
1	26/04/2021
5	11/04/2021
6	18/04/2021
4	15/04/2021
1	5/04/2021
2	25/04/2021
1	20/04/2021
5	16/04/2021
5	25/04/2021
2	6/04/2021
3	25/04/2021
5	1/04/2021
1	27/04/2021
1	13/04/2021
1	24/04/2021
2	21/04/2021
5	24/04/2021
5	25/04/2021
1	9/04/2021
4	14/04/2021
1	2/04/2021
3	7/04/2021
2	11/04/2021
4	1/04/2021
3	29/04/2021
3	17/04/2021
6	10/04/2021
5	11/04/2021
3	26/04/2021
6	3/04/2021
2	11/04/2021
4	25/04/2021
1	27/04/2021
3	24/04/2021
1	9/04/2021
3	11/04/2021
2	20/04/2021
4	14/04/2021
2	20/04/2021
5	11/04/2021
7	1/04/2021
3	2/04/2021
2	3/04/2021
1	15/04/2021
1	15/04/2021
1	28/04/2021
5	14/04/2021
4	7/04/2021
2	25/04/2021
5	11/04/2021
1	20/04/2021
1	3/04/2021
7	1/04/2021
2	6/04/2021
1	3/04/2021
4	10/04/2021
10	21/04/2021
16	5/04/2021
6	15/04/2021
3	18/04/2021
1	30/04/2021
9	26/04/2021
2	25/04/2021
1	19/04/2021
10	10/04/2021
1	10/04/2021
1	20/04/2021
2	25/04/2021
5	11/04/2021
1	3/04/2021
12	2/04/2021
4	25/04/2021
4	25/04/2021
1	26/04/2021
1	13/04/2021
2	15/04/2021
4	11/04/2021
2	11/04/2021
5	1/04/2021
1	10/04/2021
3	24/04/2021
1	10/04/2021
1	28/04/2021
6	4/04/2021
2	1/04/2021
3	17/04/2021
2	21/04/2021
3	8/04/2021
5	25/04/2021
3	4/04/2021
30	16/04/2021
3	26/04/2021
5	15/04/2021
2	2/04/2021
8	6/04/2021
2	17/04/2021
11	17/04/2021
5	16/04/2021
10	1/04/2021
5	11/04/2021
3	4/04/2021
2	11/04/2021
2	28/04/2021
1	5/04/2021
2	1/04/2021
1	24/04/2021
5	25/04/2021
3	25/04/2021
5	1/04/2021
2	2/04/2021
1	15/04/2021
6	7/04/2021
5	20/04/2021
7	12/04/2021
2	11/04/2021
1	24/04/2021
6	1/04/2021
7	1/04/2021
1	17/04/2021
2	1/04/2021
5	25/04/2021
7	16/04/2021
5	7/04/2021
3	1/04/2021
5	7/04/2021
1	23/04/2021
5	15/04/2021
2	4/04/2021
5	3/04/2021
2	11/04/2021
2	22/04/2021
2	14/04/2021
1	5/04/2021
1	15/04/2021
3	8/04/2021
1	20/04/2021
6	18/04/2021
2	3/04/2021
1	20/04/2021
5	13/04/2021
6	4/04/2021
2	11/04/2021
1	1/04/2021
2	16/04/2021
2	1/04/2021
7	16/04/2021
1	2/04/2021
2	18/04/2021
1	9/04/2021
1	29/04/2021
1	10/04/2021
5	25/04/2021
2	25/04/2021
5	3/04/2021
3	2/04/2021
2	3/04/2021
3	18/04/2021
2	2/04/2021
5	7/04/2021
2	6/04/2021
5	7/04/2021
8	25/04/2021
3	29/04/2021
4	7/04/2021
1	3/04/2021
1	7/04/2021
5	16/04/2021
7	24/04/2021
2	2/04/2021
4	4/04/2021
2	4/04/2021
3	22/04/2021
6	1/04/2021
1	27/04/2021
5	25/04/2021
3	14/04/2021
1	24/04/2021
2	19/04/2021
1	15/04/2021
7	16/04/2021
1	12/04/2021
1	24/04/2021
1	29/04/2021
1	3/04/2021
5	11/04/2021
2	6/04/2021
2	28/04/2021
2	12/04/2021
1	24/04/2021
7	2/04/2021
10	10/04/2021
7	10/04/2021
1	29/04/2021
5	7/04/2021
1	30/04/2021
5	25/04/2021
7	6/04/2021
9	26/04/2021
2	18/04/2021
1	28/04/2021
1	29/04/2021
3	19/04/2021
5	3/04/2021
2	28/04/2021
1	29/04/2021
1	4/04/2021
4	15/04/2021
1	26/04/2021
2	20/04/2021
5	1/04/2021
1	28/04/2021
3	11/04/2021
2	11/04/2021
4	25/04/2021
9	26/04/2021
2	24/04/2021
5	18/04/2021
2	25/04/2021
2	11/04/2021
1	15/04/2021
4	6/04/2021
5	24/04/2021
2	11/04/2021
2	20/04/2021
1	1/04/2021
1	2/04/2021
2	1/04/2021
5	7/04/2021
1	24/04/2021
3	6/04/2021
10	10/04/2021
5	18/04/2021
2	18/04/2021
3	25/04/2021
2	1/04/2021
2	3/04/2021
1	23/04/2021
7	1/04/2021
2	24/04/2021
1	28/04/2021
1	19/04/2021
3	24/04/2021
5	25/04/2021
1	20/04/2021
1	5/04/2021
1	19/04/2021
6	13/04/2021
5	17/04/2021
2	2/04/2021
2	11/04/2021
2	2/04/2021
24	24/04/2021
4	4/04/2021
7	10/04/2021
4	24/04/2021
4	25/04/2021
1	19/04/2021
7	10/04/2021
2	15/04/2021
2	24/04/2021
3	18/04/2021
6	10/04/2021
3	29/04/2021
2	2/04/2021
1	19/04/2021
1	20/04/2021
5	24/04/2021
1	10/04/2021
3	25/04/2021
2	22/04/2021
7	10/04/2021
5	7/04/2021
4	21/04/2021
6	1/04/2021
5	5/04/2021
1	20/04/2021
8	8/05/2021
7	17/05/2021
1	6/05/2021
8	18/05/2021
1	31/05/2021
3	3/05/2021
7	28/05/2021
2	8/05/2021
1	8/05/2021
2	11/05/2021
2	28/05/2021
5	17/05/2021
4	19/05/2021
1	22/05/2021
1	31/05/2021
3	23/05/2021
6	9/05/2021
1	8/05/2021
1	18/05/2021
3	23/05/2021
2	31/05/2021
2	15/05/2021
6	23/05/2021
2	15/05/2021
1	17/05/2021
2	22/05/2021
6	23/05/2021
4	1/05/2021
2	15/05/2021
1	7/05/2021
10	12/05/2021
6	30/05/2021
1	15/05/2021
4	7/05/2021
3	6/05/2021
15	8/05/2021
1	11/05/2021
4	19/05/2021
2	8/05/2021
3	11/05/2021
2	8/05/2021
8	12/05/2021
9	19/05/2021
2	7/05/2021
9	24/05/2021
3	4/05/2021
8	12/05/2021
2	19/05/2021
4	8/05/2021
1	18/05/2021
5	8/05/2021
6	8/05/2021
2	8/05/2021
1	6/05/2021
9	8/05/2021
1	8/05/2021
3	10/05/2021
3	26/05/2021
1	8/05/2021
1	13/05/2021
10	22/05/2021
3	8/05/2021
1	13/05/2021
7	4/05/2021
1	4/05/2021
3	8/05/2021
1	25/05/2021
3	29/05/2021
5	25/05/2021
1	23/05/2021
1	8/05/2021
1	11/05/2021
1	13/05/2021
7	25/05/2021
1	4/05/2021
2	8/05/2021
1	18/05/2021
2	26/05/2021
10	20/05/2021
2	14/05/2021
4	30/05/2021
1	3/05/2021
2	16/05/2021
10	20/05/2021
10	20/05/2021
2	22/05/2021
1	19/05/2021
5	8/05/2021
4	29/05/2021
1	18/05/2021
5	18/05/2021
1	8/05/2021
2	8/05/2021
4	9/05/2021
3	21/05/2021
8	22/05/2021
10	12/05/2021
5	7/05/2021
2	8/05/2021
2	5/05/2021
1	19/05/2021
1	4/05/2021
2	14/05/2021
4	3/05/2021
5	15/05/2021
1	8/05/2021
4	3/05/2021
2	8/05/2021
3	8/05/2021
1	19/05/2021
5	9/05/2021
6	30/05/2021
3	8/05/2021
1	8/05/2021
1	8/05/2021
4	5/05/2021
1	4/05/2021
2	9/05/2021
7	28/05/2021
4	2/05/2021
5	1/05/2021
1	13/05/2021
5	8/05/2021
4	21/05/2021
5	7/05/2021
4	19/05/2021
2	6/05/2021
4	8/05/2021
6	8/05/2021
6	30/05/2021
4	2/05/2021
3	8/05/2021
1	7/05/2021
2	12/05/2021
2	1/05/2021
10	23/05/2021
1	27/05/2021
4	8/05/2021
1	8/05/2021
1	19/05/2021
2	9/05/2021
10	8/05/2021
2	8/05/2021
1	14/05/2021
1	8/05/2021
7	8/05/2021
4	13/05/2021
4	22/05/2021
7	28/05/2021
6	22/05/2021
2	19/05/2021
1	14/05/2021
3	22/05/2021
2	5/05/2021
2	7/05/2021
1	12/05/2021
1	8/05/2021
3	10/05/2021
10	8/05/2021
5	18/05/2021
4	21/05/2021
6	8/05/2021
1	17/05/2021
1	7/05/2021
2	15/05/2021
10	8/05/2021
8	29/05/2021
6	2/05/2021
5	15/05/2021
1	17/05/2021
5	7/05/2021
2	20/05/2021
4	16/05/2021
4	15/05/2021
3	8/05/2021
2	30/05/2021
2	19/05/2021
2	22/05/2021
6	8/05/2021
22	16/05/2021
2	8/05/2021
1	8/05/2021
2	19/05/2021
3	8/05/2021
4	8/05/2021
1	24/05/2021
2	1/05/2021
1	14/05/2021
2	19/05/2021
2	8/05/2021
1	6/05/2021
5	8/05/2021
1	7/05/2021
2	8/05/2021
1	29/05/2021
4	19/05/2021
3	8/05/2021
1	4/05/2021
10	17/05/2021
1	19/05/2021
7	8/05/2021
4	7/05/2021
1	10/05/2021
3	1/05/2021
1	8/05/2021
1	23/05/2021
2	8/05/2021
5	8/05/2021
5	12/05/2021
5	8/05/2021
5	25/05/2021
3	8/05/2021
2	8/05/2021
2	8/05/2021
4	14/05/2021
6	30/05/2021
6	2/05/2021
1	7/05/2021
1	6/05/2021
4	8/05/2021
1	6/05/2021
6	30/05/2021
2	8/05/2021
1	6/05/2021
2	28/05/2021
2	30/05/2021
7	28/05/2021
2	17/05/2021
1	19/05/2021
2	7/05/2021
2	2/05/2021
1	22/05/2021
7	7/05/2021
4	5/05/2021
2	8/05/2021
2	8/05/2021
4	22/05/2021
1	8/05/2021
1	9/05/2021
3	20/05/2021
2	29/05/2021
2	8/05/2021
5	8/05/2021
29	15/05/2021
4	1/05/2021
3	7/05/2021
4	14/05/2021
3	9/05/2021
1	8/05/2021
3	8/05/2021
10	1/05/2021
10	12/05/2021
9	1/05/2021
4	27/05/2021
2	8/05/2021
3	21/05/2021
3	21/05/2021
2	22/05/2021
3	22/05/2021
4	3/05/2021
1	30/05/2021
3	7/05/2021
4	28/05/2021
1	25/05/2021
1	8/05/2021
3	1/05/2021
2	8/05/2021
2	8/05/2021
2	8/05/2021
1	7/05/2021
5	20/05/2021
5	12/05/2021
1	8/05/2021
2	30/05/2021
5	8/05/2021
2	29/05/2021
1	17/05/2021
1	6/05/2021
5	15/05/2021
5	24/05/2021
5	8/05/2021
1	8/05/2021
1	10/05/2021
2	8/05/2021
10	20/05/2021
4	17/05/2021
5	26/05/2021
2	15/05/2021
2	30/05/2021
10	15/05/2021
1	27/05/2021
3	2/05/2021
10	22/05/2021
6	23/05/2021
4	19/05/2021
8	1/05/2021
1	2/05/2021
5	8/05/2021
1	19/05/2021
2	30/05/2021
2	19/05/2021
1	8/05/2021
8	26/05/2021
3	8/05/2021
2	21/05/2021
19	8/05/2021
1	6/05/2021
1	8/05/2021
3	8/05/2021
10	8/05/2021
2	8/05/2021
4	14/05/2021
1	17/05/2021
2	8/05/2021
4	21/05/2021
5	7/05/2021
5	31/05/2021
2	9/05/2021
1	3/05/2021
2	8/05/2021
6	23/05/2021
6	22/05/2021
3	20/05/2021
2	19/05/2021
1	8/05/2021
2	8/05/2021
6	23/05/2021
5	23/05/2021
5	5/05/2021
2	8/05/2021
5	8/05/2021
1	14/05/2021
2	5/05/2021
3	17/05/2021
10	8/05/2021
4	8/05/2021
2	8/05/2021
6	22/05/2021
10	17/05/2021
4	15/05/2021
1	8/05/2021
5	15/05/2021
2	17/05/2021
15	12/05/2021
2	8/05/2021
3	29/05/2021
3	22/06/2021
5	7/06/2021
4	2/06/2021
1	27/06/2021
1	24/06/2021
3	22/06/2021
2	14/06/2021
1	21/06/2021
2	29/06/2021
8	25/06/2021
5	12/06/2021
3	5/06/2021
10	7/06/2021
6	8/06/2021
4	17/06/2021
3	20/06/2021
1	11/06/2021
4	13/06/2021
6	23/06/2021
1	28/06/2021
2	13/06/2021
2	5/06/2021
3	4/06/2021
6	8/06/2021
3	6/06/2021
3	13/06/2021
1	12/06/2021
1	18/06/2021
1	27/06/2021
2	18/06/2021
2	7/06/2021
1	27/06/2021
3	14/06/2021
8	10/06/2021
8	12/06/2021
6	4/06/2021
2	13/06/2021
3	11/06/2021
3	22/06/2021
1	11/06/2021
10	3/06/2021
5	22/06/2021
3	12/06/2021
1	10/06/2021
4	10/06/2021
4	3/06/2021
5	26/06/2021
3	12/06/2021
3	16/06/2021
2	27/06/2021
4	18/06/2021
1	11/06/2021
4	17/06/2021
2	29/06/2021
1	8/06/2021
1	24/06/2021
1	4/06/2021
7	16/06/2021
3	22/06/2021
1	8/06/2021
3	26/06/2021
1	5/06/2021
6	5/06/2021
1	7/06/2021
4	12/06/2021
1	27/06/2021
1	22/06/2021
2	15/06/2021
32	17/06/2021
2	25/06/2021
6	11/06/2021
3	28/06/2021
3	20/06/2021
1	13/06/2021
7	16/06/2021
2	27/06/2021
14	1/06/2021
5	2/06/2021
2	9/06/2021
1	5/06/2021
1	10/06/2021
4	22/06/2021
2	22/06/2021
1	13/06/2021
12	27/06/2021
3	15/06/2021
1	5/06/2021
5	22/06/2021
3	12/06/2021
2	15/06/2021
8	11/06/2021
9	25/06/2021
2	19/06/2021
3	5/06/2021
1	27/06/2021
3	26/06/2021
1	10/06/2021
3	5/06/2021
3	26/06/2021
3	13/06/2021
1	21/06/2021
3	22/06/2021
6	27/06/2021
6	28/06/2021
1	20/06/2021
1	5/06/2021
3	11/06/2021
1	13/06/2021
2	16/06/2021
9	30/06/2021
1	21/06/2021
3	27/06/2021
2	27/06/2021
30	12/06/2021
4	30/06/2021
7	25/06/2021
1	5/06/2021
1	5/06/2021
25	26/06/2021
4	30/06/2021
6	5/06/2021
3	20/06/2021
3	21/06/2021
4	18/06/2021
1	27/06/2021
2	12/06/2021
2	19/06/2021
3	9/06/2021
1	24/06/2021
2	30/06/2021
3	6/06/2021
2	27/06/2021
4	17/06/2021
3	14/06/2021
40	3/06/2021
1	22/06/2021
2	14/06/2021
5	29/06/2021
5	22/06/2021
2	26/06/2021
6	12/06/2021
25	26/06/2021
3	11/06/2021
10	12/06/2021
5	22/06/2021
1	29/06/2021
14	20/06/2021
5	5/06/2021
3	13/06/2021
1	4/06/2021
1	27/06/2021
7	23/06/2021
12	17/06/2021
2	4/06/2021
2	4/06/2021
1	26/06/2021
3	14/06/2021
1	8/06/2021
2	14/06/2021
2	13/06/2021
2	19/06/2021
5	11/06/2021
25	16/06/2021
3	5/06/2021
2	29/06/2021
3	22/06/2021
7	25/06/2021
2	3/06/2021
2	3/06/2021
3	17/06/2021
7	16/06/2021
3	26/06/2021
1	12/06/2021
19	30/06/2021
2	14/06/2021
1	12/06/2021
10	5/06/2021
7	23/06/2021
4	12/06/2021
4	22/06/2021
1	29/06/2021
2	27/06/2021
2	16/06/2021
6	22/06/2021
3	4/06/2021
6	22/06/2021
1	6/06/2021
1	23/06/2021
2	5/06/2021
5	7/06/2021
3	14/06/2021
1	15/06/2021
3	22/06/2021
5	6/06/2021
40	3/06/2021
8	23/06/2021
1	8/06/2021
10	8/06/2021
4	12/06/2021
2	29/06/2021
1	21/06/2021
1	4/06/2021
1	26/06/2021
1	26/06/2021
2	18/06/2021
7	23/06/2021
4	2/06/2021
2	26/06/2021
3	26/06/2021
1	29/06/2021
1	24/06/2021
1	18/06/2021
25	5/06/2021
8	25/06/2021
4	21/06/2021
6	8/06/2021
1	13/06/2021
2	14/06/2021
2	9/06/2021
3	16/06/2021
8	5/06/2021
1	25/06/2021
7	23/06/2021
7	29/06/2021
3	6/06/2021
2	19/06/2021
2	14/06/2021
3	14/06/2021
10	8/06/2021
1	12/06/2021
